game_id,episode,act,rank,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,avg_dmg_delta,headshot_pct,avg_dmg,acs,num_frag
1584,9,3,Silver 2,6/17/2023,UnknownAgent,Haven,Unknown,7,-2,12,8,2,1.2,48,83,51,187,8
1714,9,2,Ascendant 1,3/3/2024,Viper,Fracture,Unknown,-1,5,1,17,9,1.7,41,88,201,113,6
1588,9,3,Placement,02/22/2026,UnknownAgent,Haven,Draw,1,12,17,20,5,1.3,-2,65,147,82,7
1746,8,1,Ascendant 2,6/24/2023,Phoenix,Lotus,Unknown,15,6,16,15,1,0.5,-1,83,144,159,1
1637,9,2,Ascendant 2,11/3/2023,Vyse,Breeze,Unknown,10,6,9,7,8,0.1,3,68,105,127,3
1174,9,2,Platinum 3,8/7/2024,Omen,Breeze,Draw,4,15,-3,18,8,1.6,12,13,26,116,4
1378,7,2,Ascendant 2,6/4/2023,Cypher,Pearl,,-2,10,6,-3,1,0.2,18,93,209,99,2
1915,7,2,Gold 2,8/15/2024,Cypher,Bind,Unknown,0,15,4,10,6,2.0,35,63,79,213,0
1306,7,1,Diamond 1,5/23/2023,Brimstone,Fracture,Draw,5,5,12,7,0,0.7,31,48,80,168,2
1393,9,3,Ascendant 1,11/9/2024,Viper,Bind,Draw,7,4,-1,14,2,0.8,-24,4,14,146,2
1230,7,3,Platinum 2,4/16/2023,Brimstone,Haven,,12,0,7,19,5,-0.2,24,97,145,131,7
1594,9,3,Ascendant 1,7/27/2023,Killjoy,Split,,-1,2,2,0,1,2.1,29,77,90,181,4
1874,8,2,Platinum 2,6/20/2024,Viper,Pearl,,-1,3,10,19,9,0.5,7,89,160,289,0
1617,9,3,Gold 2,11/19/2023,Brimstone,Haven,,13,6,10,18,2,1.7,-41,19,108,279,7
1756,7,1,Diamond 1,6/26/2023,Fade,Lotus,Unknown,3,12,15,6,1,1.4,-19,21,17,139,3
1367,9,1,Ascendant 2,11/11/2023,Astra,Split,,-1,5,6,14,6,1.5,-28,13,13,142,3
1105,8,3,Diamond 1,7/29/2023,Viper,Breeze,,5,5,4,15,0,2.4,16,96,80,101,10
1333,7,3,Ascendant 1,11/3/2023,Astra,Abyss,,-2,13,5,-2,8,2.1,-5,39,32,278,9
1841,9,1,Diamond 1,9/27/2024,UnknownAgent,Abyss,Unknown,7,10,14,5,10,0.8,17,18,245,296,7
1211,6,2,Diamond 3,8/7/2024,Breach,Abyss,,6,9,11,9,4,0.5,35,35,241,18,7
1308,9,2,Platinum 3,11/6/2024,Astra,Haven,Draw,-2,2,2,0,6,0.4,-41,45,117,233,10
1679,7,3,Silver 3,8/19/2023,KAY/O,Ascent,Draw,3,10,12,14,9,2.1,46,5,182,5,4
1375,8,3,Diamond 1,8/31/2023,Viper,Lotus,,7,14,-1,7,4,0.2,50,56,173,135,7
1788,9,1,Platinum 2,8/28/2023,Cypher,Bind,,4,15,1,10,5,-0.0,-1,69,25,300,2
1601,7,3,Silver 2,1/7/2024,Breach,Breeze,Unknown,14,2,2,2,3,1.0,19,2,239,118,0
1998,7,1,Placement,9/13/2024,Viper,Icebox,Draw,-1,5,5,12,2,2.0,37,51,63,206,9
1113,7,1,Silver 2,11/7/2024,UnknownAgent,Haven,Draw,5,-2,20,9,9,-0.2,-4,83,235,113,6
1249,7,1,Silver 2,11/14/2023,Brimstone,Split,,12,12,-2,7,7,-0.4,34,15,116,170,10
1992,8,3,Gold 1,12/13/2023,KAY/O,Haven,Unknown,2,2,18,16,3,-0.1,3,13,158,34,10
1999,9,1,Diamond 3,4/14/2024,Phoenix,Split,Unknown,12,9,12,14,10,0.8,6,98,218,47,3
1559,8,1,Diamond 1,02/21/2026,Omen,Fracture,Unknown,3,6,10,12,5,-0.1,-2,12,143,10,3
1186,9,3,Platinum 3,6/8/2024,Vyse,Pearl,,8,0,5,6,2,-0.2,-38,32,232,161,7
1335,6,2,Diamond 2,10/31/2024,KAY/O,Pearl,Draw,7,13,13,17,6,1.5,-32,51,18,42,8
1395,8,1,Diamond 2,9/9/2023,Astra,Breeze,Unknown,8,7,3,4,9,-0.0,28,41,139,29,10
1149,7,2,Platinum 1,7/22/2023,Brimstone,Lotus,Unknown,0,7,2,18,9,-0.3,-50,25,141,102,3
1821,6,3,Diamond 2,7/24/2024,Breach,Bind,,5,14,2,8,5,1.3,38,78,152,81,10
1274,6,1,Platinum 1,12/5/2023,Breach,Split,Draw,6,4,11,12,8,1.5,-17,70,191,106,4
1367,8,1,Diamond 2,8/11/2024,UnknownAgent,Breeze,Unknown,9,2,-2,-2,8,-0.3,0,18,164,84,6
1101,7,2,Diamond 3,03/14/2026,Killjoy,Bind,Draw,-1,14,8,5,5,0.6,48,13,229,223,9
1313,6,1,Ascendant 2,03/15/2026,Omen,Lotus,,1,8,4,7,0,0.9,21,22,117,156,7
1894,6,3,Diamond 2,10/14/2024,Cypher,Abyss,,9,-2,12,10,1,1.5,-8,69,1,182,1
1523,6,2,Diamond 2,7/17/2023,Astra,Breeze,Draw,12,15,3,6,9,0.2,20,6,19,167,3
1726,7,3,,5/9/2023,Phoenix,Ascent,,14,3,4,7,4,1.2,-14,7,132,113,2
1365,7,2,Gold 1,5/18/2023,Vyse,Split,,13,5,13,-2,10,0.4,48,64,202,267,2
1149,8,3,Gold 3,3/26/2024,Phoenix,Breeze,Draw,0,6,6,13,3,2.1,9,66,215,9,5
1241,9,2,Ascendant 1,11/16/2023,Viper,Lotus,,-1,9,-2,18,0,1.7,20,85,11,222,10
1769,7,1,Ascendant 2,8/22/2023,Astra,Split,Unknown,15,3,5,-3,1,0.2,50,45,77,11,10
1465,7,2,Diamond 2,6/2/2024,KAY/O,Sunset,Unknown,3,3,11,9,8,1.2,8,2,26,42,2
1533,6,1,Gold 1,9/17/2024,Viper,Breeze,Unknown,10,14,18,-1,7,2.0,-16,94,150,126,3
1863,8,2,Silver 3,6/8/2024,Killjoy,Icebox,Unknown,1,-1,16,-2,10,1.8,33,72,144,269,2
1985,9,2,,8/17/2024,Omen,Pearl,Draw,11,11,0,15,4,2.0,29,28,234,202,10
1755,7,3,Gold 1,03/15/2026,Brimstone,Lotus,,1,1,14,16,9,0.6,16,26,182,26,2
1382,7,2,Ascendant 2,11/14/2023,Cypher,Lotus,Unknown,0,3,16,4,5,0.5,-35,1,160,99,2
1893,7,2,Diamond 3,7/22/2024,Brimstone,Breeze,Draw,3,5,-1,0,2,0.1,-12,74,228,15,5
1922,7,2,,8/23/2023,Breach,Ascent,,13,10,7,0,4,-0.2,-24,73,197,210,2
1583,7,2,Gold 2,03/14/2026,Brimstone,Abyss,,13,7,12,-1,5,1.7,0,82,76,30,5
1479,8,1,Platinum 3,7/14/2023,Brimstone,Pearl,Unknown,9,4,2,18,6,1.8,-12,7,152,93,7
1788,9,2,Silver 2,7/8/2024,Brimstone,Sunset,,6,1,4,-3,1,2.4,2,56,107,238,3
1349,7,1,,02/18/2026,Breach,Haven,,2,11,-3,8,9,1.4,5,57,174,67,6
1566,7,3,Ascendant 2,5/22/2023,Omen,Split,,10,7,12,-3,4,-0.3,-21,58,170,259,1
1212,8,1,Placement,7/31/2023,Astra,Fracture,Draw,10,6,-2,9,4,-0.3,6,61,120,289,8
1106,8,2,Gold 2,10/5/2024,Cypher,Bind,Unknown,-1,14,18,15,9,1.4,-11,3,98,132,0
1539,7,2,Diamond 2,03/06/2026,Cypher,Bind,Draw,1,-1,16,20,3,2.4,-28,22,11,233,1
1520,7,2,,5/22/2023,Brimstone,Lotus,Unknown,14,-1,1,17,5,-0.4,-6,96,150,148,0
1216,9,3,Ascendant 2,8/23/2023,Cypher,Icebox,Unknown,9,12,5,9,5,1.1,-47,32,216,19,4
1524,8,2,Platinum 1,8/3/2024,Killjoy,Split,Unknown,6,12,20,18,8,2.1,43,80,74,276,3
1050,7,2,Gold 1,6/6/2023,Fade,Haven,,-1,11,6,16,6,0.4,23,16,186,132,1
1364,8,2,Silver 2,7/24/2024,Breach,Split,Unknown,-1,8,20,1,7,1.6,-18,16,39,216,2
1691,8,3,Platinum 2,6/5/2024,Vyse,Icebox,Unknown,10,-1,0,16,9,0.9,-17,20,198,65,7
1182,7,3,,6/6/2023,Breach,Abyss,Draw,0,3,16,14,3,0.6,-1,60,103,220,3
1037,9,3,Gold 3,1/3/2024,Astra,Breeze,Draw,15,12,-2,3,10,2.1,20,37,84,218,8
1210,6,3,Gold 1,1/19/2024,Viper,Bind,Draw,11,-2,17,5,9,1.2,-22,84,73,103,5
1949,6,2,Silver 3,5/20/2023,Cypher,Ascent,,9,-2,-2,8,6,1.7,13,97,247,147,4
1198,6,2,Gold 2,9/18/2024,Breach,Breeze,Unknown,7,15,-1,10,0,2.2,21,83,31,287,4
1253,8,1,Platinum 3,9/2/2024,Vyse,Fracture,Draw,2,-1,19,9,10,-0.2,-42,9,92,256,4
1778,9,3,Diamond 1,6/25/2024,Phoenix,Split,,6,2,9,-1,6,0.6,-47,92,228,99,3
1891,6,3,Diamond 3,5/29/2023,Cypher,Lotus,Unknown,2,6,14,-1,1,1.9,-46,4,163,236,0
1497,8,3,,3/16/2024,UnknownAgent,Ascent,Draw,4,11,13,17,4,2.4,6,45,204,191,7
1801,8,1,Gold 3,2/16/2024,Omen,Icebox,Draw,11,5,11,10,8,0.8,-31,18,118,129,7
1947,6,2,Ascendant 1,6/25/2023,UnknownAgent,Sunset,Unknown,14,14,1,-2,3,1.8,33,89,25,196,3
1391,7,3,Gold 1,6/8/2024,Brimstone,Ascent,Unknown,2,12,19,5,5,1.0,-39,86,38,93,4
1857,9,1,Gold 3,4/21/2023,UnknownAgent,Icebox,Unknown,12,9,6,15,8,1.3,-48,74,138,142,10
1536,9,2,,5/28/2023,Brimstone,Bind,,10,3,10,3,8,1.6,50,67,203,220,6
1786,6,1,Ascendant 1,8/31/2023,Cypher,Pearl,Draw,3,13,13,15,4,1.2,23,12,226,51,6
1967,8,1,Ascendant 2,5/30/2023,Phoenix,Breeze,Unknown,13,7,18,20,4,2.4,-31,1,127,160,9
1891,7,3,Gold 3,02/22/2026,Brimstone,Split,Draw,10,3,3,15,8,2.3,35,87,7,58,7
1746,8,3,,6/12/2023,Fade,Breeze,,7,12,14,6,10,0.9,-12,7,116,224,0
1057,8,3,Diamond 1,02/16/2026,Brimstone,Breeze,Draw,14,8,-1,11,5,0.9,-48,59,249,226,8
1214,9,3,Ascendant 2,03/06/2026,Phoenix,Sunset,Unknown,2,10,12,15,9,0.7,-2,99,221,175,0
1812,6,1,Diamond 2,7/24/2024,Omen,Ascent,,14,12,17,-3,4,0.8,-21,85,115,261,3
1661,8,2,,5/4/2023,Cypher,Pearl,Unknown,4,10,9,18,9,2.0,-43,69,139,9,9
1777,7,2,Ascendant 2,11/4/2023,Astra,Icebox,Unknown,-1,5,9,5,10,0.2,18,91,50,37,2
1740,6,2,Diamond 2,11/11/2024,Brimstone,Breeze,Draw,6,8,-2,7,10,1.0,17,77,13,266,7
1010,7,1,Platinum 1,3/11/2024,Omen,Sunset,Draw,15,3,-2,13,5,-0.2,38,1,206,68,9
1495,6,2,Diamond 2,5/30/2023,Fade,Breeze,Unknown,2,12,17,14,6,0.7,-25,80,133,100,3
1125,9,2,Platinum 1,5/4/2023,Viper,Lotus,,7,3,6,13,10,0.8,-30,52,73,216,4
1820,7,3,Platinum 1,03/04/2026,KAY/O,Sunset,,14,14,4,15,5,1.3,-48,50,68,147,9
