game_id,episode,act,rank,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,avg_dmg_delta,headshot_pct,avg_dmg,acs,num_frag,role
1873,9,2,Diamond 3,5/2/2023,Breach,Split,Win,14,3,15,18,6,0.8333333333333334,16,47,38,59,4,Initiator
1312,8,1,Gold 2,6/24/2024,Breach,Breeze,Win,13,1,2,2,6,1.0,-10,79,86,262,7,Initiator
1963,6,3,Silver 3,4/15/2023,Omen,Breeze,Loss,2,4,11,14,6,0.7857142857142857,20,90,28,152,0,Controller
1234,9,2,Silver 2,5/30/2023,Phoenix,Pearl,Win,9,5,12,11,9,1.0909090909090908,46,47,138,3,6,Duelist
1714,6,3,Gold 2,4/15/2023,Cypher,Icebox,Loss,5,12,4,2,8,2.0,42,32,218,144,9,Sentinel
1102,8,3,Placement,5/8/2023,Breach,Fracture,Draw,8,8,10,3,10,3.3333333333333335,-10,99,163,240,5,Initiator
1546,6,3,Diamond 3,5/9/2023,Astra,Ascent,Loss,4,8,10,13,7,0.7692307692307693,14,65,69,228,6,Controller
1206,8,3,Platinum 2,5/18/2023,Astra,Breeze,Win,8,0,2,3,4,0.6666666666666666,-48,95,70,173,10,Controller
1708,8,3,Diamond 1,5/31/2023,Astra,Fracture,Win,14,7,10,13,8,0.7692307692307693,-9,58,133,65,5,Controller
1622,8,3,Ascendant 1,8/3/2023,Viper,Sunset,Loss,10,12,7,16,10,0.4375,-40,30,164,131,0,Controller
1776,6,2,Gold 2,11/6/2024,Fade,Bind,Win,15,8,0,0,2,0.0,-14,66,49,240,1,Initiator
1199,6,1,Gold 1,10/26/2024,Killjoy,Pearl,Win,10,6,1,11,1,0.09090909090909091,13,40,29,181,4,Sentinel
1708,9,3,Silver 3,5/21/2024,Fade,Lotus,Loss,9,10,6,7,9,0.8571428571428571,3,85,98,224,0,Initiator
1899,9,1,Diamond 2,1/12/2024,Fade,Split,Win,11,5,20,12,7,1.6666666666666667,-46,75,37,180,5,Initiator
1699,7,2,Platinum 2,5/23/2023,Cypher,Abyss,Win,14,11,12,12,5,1.0,11,32,181,223,3,Sentinel
1812,6,3,Silver 3,03/06/2026,Phoenix,Abyss,Win,7,3,11,12,8,0.9166666666666666,-19,86,44,73,3,Duelist
1614,6,1,Gold 3,7/14/2023,Fade,Fracture,Loss,12,13,10,19,8,0.5263157894736842,-48,36,123,268,7,Initiator
1635,6,1,Silver 3,7/31/2023,KAY/O,Pearl,Win,12,7,16,16,6,1.0,-40,10,67,0,9,Initiator
1289,7,1,Ascendant 2,7/18/2023,Fade,Sunset,Win,13,2,20,1,7,20.0,26,55,56,240,8,Initiator
1198,8,2,Diamond 1,7/30/2023,Killjoy,Lotus,Win,2,0,10,10,9,1.0,-36,73,131,300,4,Sentinel
1650,6,1,Platinum 2,8/2/2023,Breach,Icebox,Draw,4,4,12,18,0,0.6666666666666666,-46,100,128,150,4,Initiator
1215,6,1,Platinum 1,5/22/2023,Breach,Lotus,Win,15,5,4,12,8,0.3333333333333333,15,13,60,297,5,Initiator
1365,9,3,Diamond 2,8/4/2024,Cypher,Lotus,Draw,1,1,13,14,3,0.9285714285714286,-43,21,81,168,4,Sentinel
1454,8,3,Platinum 2,8/12/2024,Viper,Ascent,Draw,12,12,7,2,5,3.5,-45,44,51,75,10,Controller
1917,6,3,Diamond 3,5/22/2023,Brimstone,Haven,Draw,15,15,15,20,5,0.75,-41,80,41,104,2,Controller
1391,6,3,Diamond 2,11/7/2024,Omen,Bind,Win,15,11,7,9,9,0.7777777777777778,35,47,14,29,1,Controller
1261,7,1,Silver 3,9/10/2023,Viper,Lotus,Loss,0,12,11,17,6,0.6470588235294118,36,99,79,58,10,Controller
1266,6,3,Gold 2,5/22/2023,Brimstone,Breeze,Win,11,5,18,3,6,6.0,-1,43,22,222,7,Controller
1551,6,3,Ascendant 2,9/15/2024,Brimstone,Pearl,Win,10,2,14,18,3,0.7777777777777778,-49,36,109,36,3,Controller
1699,8,3,Silver 2,3/13/2024,Killjoy,Pearl,Win,14,7,18,18,9,1.0,-28,26,220,73,10,Sentinel
1260,6,2,Platinum 3,9/9/2024,Cypher,Icebox,Win,13,7,3,6,3,0.5,-33,18,202,251,3,Sentinel
1783,9,2,Silver 2,03/10/2026,Brimstone,Icebox,Loss,10,14,20,8,6,2.5,-20,75,110,269,10,Controller
1971,6,3,Diamond 2,6/21/2023,KAY/O,Abyss,Win,12,10,15,19,3,0.7894736842105263,-30,94,202,109,6,Initiator
1896,7,3,Diamond 2,7/9/2023,Omen,Ascent,Win,8,1,6,8,8,0.75,18,68,111,55,8,Controller
1512,7,1,Platinum 3,11/4/2023,Cypher,Sunset,Win,10,7,17,1,1,17.0,-6,71,226,42,4,Sentinel
1408,7,1,Placement,11/11/2024,KAY/O,Lotus,Win,11,3,7,8,8,0.875,11,65,21,33,8,Initiator
1537,9,2,Placement,6/3/2023,Vyse,Haven,Win,9,7,2,2,4,1.0,-4,56,178,6,0,Sentinel
1090,7,1,Diamond 3,5/18/2023,Omen,Sunset,Win,8,0,8,11,10,0.7272727272727273,-15,48,157,159,2,Controller
1316,8,2,Gold 2,8/31/2024,Vyse,Split,Win,5,2,1,9,5,0.1111111111111111,45,83,61,1,6,Sentinel
1548,7,2,Silver 2,5/30/2023,Breach,Pearl,Draw,4,4,3,2,6,1.5,-28,82,75,79,7,Initiator
1922,8,2,Silver 3,9/13/2024,Omen,Haven,Loss,1,11,5,19,2,0.2631578947368421,-29,77,124,294,2,Controller
1894,8,1,Ascendant 2,2/3/2024,KAY/O,Ascent,Win,14,1,4,15,2,0.26666666666666666,-42,58,188,188,10,Initiator
1833,7,1,Placement,3/16/2024,Astra,Fracture,Draw,13,13,12,20,0,0.6,44,7,89,93,5,Controller
1175,6,1,Platinum 2,6/23/2024,Brimstone,Bind,Win,11,2,3,12,5,0.25,-48,48,59,291,7,Controller
1165,8,1,Platinum 1,4/4/2024,Fade,Fracture,Win,5,2,15,20,1,0.75,-7,46,177,210,6,Initiator
1090,7,2,Gold 2,9/10/2023,Omen,Bind,Draw,3,3,19,16,4,1.1875,-22,38,213,74,4,Controller
1889,7,3,Placement,8/8/2024,Fade,Ascent,Win,8,5,20,11,4,1.8181818181818181,24,77,225,197,4,Initiator
1949,6,2,Silver 2,8/2/2024,Breach,Icebox,Loss,3,6,14,6,3,2.3333333333333335,-40,10,240,207,1,Initiator
1099,9,3,Diamond 2,11/4/2023,Brimstone,Abyss,Loss,0,1,14,18,3,0.7777777777777778,49,52,22,207,10,Controller
1042,8,1,Ascendant 1,4/21/2023,Cypher,Split,Win,8,0,7,5,6,1.4,-48,40,160,105,10,Sentinel
1808,6,1,Silver 2,7/7/2024,KAY/O,Split,Win,8,6,0,8,7,0.0,20,55,87,263,7,Initiator
1696,8,3,Platinum 1,9/8/2023,Vyse,Fracture,Draw,4,4,5,3,7,1.6666666666666667,43,58,175,19,3,Sentinel
1496,8,1,Ascendant 1,8/20/2023,Omen,Icebox,Loss,2,4,1,20,1,0.05,-31,46,134,88,9,Controller
1238,7,3,Diamond 3,4/28/2023,Viper,Bind,Draw,5,5,20,12,4,1.6666666666666667,-20,51,89,136,4,Controller
1668,8,2,Gold 1,10/3/2024,Astra,Haven,Loss,4,7,12,10,5,1.2,-15,5,143,210,2,Controller
1217,9,2,Platinum 2,2/6/2024,Cypher,Haven,Loss,5,7,1,1,5,1.0,-38,76,25,222,6,Sentinel
1947,9,1,Silver 2,2/2/2024,Cypher,Bind,Win,13,5,0,20,2,0.0,-40,32,192,203,10,Sentinel
1932,6,3,Platinum 1,7/30/2024,Phoenix,Bind,Win,11,10,10,2,10,5.0,-3,10,234,218,8,Duelist
1628,6,1,Diamond 2,03/07/2026,Viper,Abyss,Loss,8,10,3,15,4,0.2,-31,99,229,244,5,Controller
1616,8,3,Ascendant 2,9/1/2024,Cypher,Ascent,Win,13,4,9,9,10,1.0,-41,17,235,36,5,Sentinel
1781,7,3,Diamond 1,6/30/2023,Viper,Pearl,Win,11,6,7,0,0,7.0,-40,99,31,123,7,Controller
1679,7,2,Silver 2,6/26/2023,Killjoy,Split,Loss,7,12,15,13,9,1.1538461538461537,-25,21,34,101,5,Sentinel
1256,8,3,Platinum 1,5/23/2023,Breach,Sunset,Win,15,7,4,9,5,0.4444444444444444,-2,73,170,91,6,Initiator
1774,8,3,Gold 1,7/27/2023,Cypher,Breeze,Loss,8,12,9,6,9,1.5,11,71,38,18,7,Sentinel
1016,8,3,Gold 2,3/10/2024,Vyse,Abyss,Loss,2,13,14,19,6,0.7368421052631579,-39,26,16,140,2,Sentinel
1954,7,3,Placement,7/30/2024,Cypher,Abyss,Draw,7,7,13,6,6,2.1666666666666665,21,85,119,160,3,Sentinel
1427,7,2,Gold 2,10/6/2024,Breach,Abyss,Draw,12,12,1,14,7,0.07142857142857142,-23,63,108,143,2,Initiator
1055,6,1,Ascendant 1,02/17/2026,Cypher,Lotus,Draw,4,4,1,6,8,0.16666666666666666,-49,7,161,114,8,Sentinel
1970,7,1,Diamond 2,2/25/2024,Cypher,Pearl,Win,10,9,17,10,8,1.7,-7,50,142,31,9,Sentinel
1746,9,1,Gold 1,10/31/2024,Brimstone,Lotus,Loss,6,7,14,13,0,1.0769230769230769,-32,18,91,261,2,Controller
1436,6,2,Platinum 3,2/5/2024,Viper,Lotus,Win,15,8,14,16,7,0.875,45,91,42,199,1,Controller
1327,8,2,Platinum 1,6/19/2023,Breach,Lotus,Win,15,11,15,3,10,5.0,-18,18,197,21,7,Initiator
1511,8,3,Gold 2,8/31/2023,Phoenix,Icebox,Win,14,7,10,9,5,1.1111111111111112,-31,69,96,5,5,Duelist
1147,7,1,Gold 2,03/03/2026,Viper,Bind,Loss,1,5,11,14,1,0.7857142857142857,20,100,92,270,10,Controller
1689,8,3,Gold 3,03/11/2026,Killjoy,Split,Loss,3,15,7,8,7,0.875,-43,18,69,31,10,Sentinel
1020,7,1,Silver 2,2/4/2024,Fade,Breeze,Loss,8,12,2,2,10,1.0,15,33,207,251,10,Initiator
1101,9,1,Platinum 3,02/22/2026,Killjoy,Breeze,Loss,5,13,4,10,8,0.4,-37,83,172,32,9,Sentinel
1370,9,3,Platinum 3,9/27/2024,KAY/O,Split,Win,8,6,9,1,4,9.0,-42,62,222,225,3,Initiator
1217,8,3,Gold 2,8/31/2023,Phoenix,Icebox,Draw,3,3,3,4,2,0.75,-25,66,209,182,6,Duelist
1200,6,1,Gold 3,5/28/2023,Vyse,Fracture,Loss,1,5,7,1,7,7.0,47,96,109,43,4,Sentinel
1386,6,2,Gold 1,12/2/2023,Viper,Lotus,Win,10,8,1,17,1,0.058823529411764705,6,53,196,149,4,Controller
1213,6,1,Ascendant 1,7/17/2023,Omen,Breeze,Loss,11,12,4,3,2,1.3333333333333333,-3,51,194,94,2,Controller
1101,6,2,Diamond 2,4/15/2023,KAY/O,Breeze,Loss,8,15,9,14,9,0.6428571428571429,-15,0,51,256,0,Initiator
1832,6,3,Ascendant 1,8/6/2024,Fade,Pearl,Loss,3,7,19,4,2,4.75,14,22,220,20,2,Initiator
1601,6,3,Platinum 2,8/9/2024,Vyse,Bind,Win,8,6,6,18,4,0.3333333333333333,22,44,63,81,4,Sentinel
1827,7,2,Ascendant 1,6/26/2024,Fade,Abyss,Loss,4,14,4,5,4,0.8,-39,83,9,195,4,Initiator
1556,9,3,Gold 1,6/24/2024,KAY/O,Icebox,Draw,10,10,4,12,9,0.3333333333333333,50,16,218,235,5,Initiator
1833,6,1,Diamond 3,5/17/2023,Killjoy,Breeze,Loss,1,6,8,18,0,0.4444444444444444,-13,10,184,149,0,Sentinel
1967,9,1,Platinum 2,9/22/2024,Viper,Fracture,Loss,10,13,10,6,0,1.6666666666666667,30,32,218,168,5,Controller
1393,7,3,Silver 2,6/16/2023,Killjoy,Split,Win,15,9,1,10,6,0.1,22,99,199,10,8,Sentinel
1425,9,2,Diamond 2,2/3/2024,Cypher,Ascent,Win,13,11,3,20,1,0.15,-22,74,248,178,9,Sentinel
1367,6,3,Gold 3,7/7/2023,Vyse,Ascent,Loss,8,11,10,9,4,1.1111111111111112,18,64,163,242,7,Sentinel
1635,9,1,Silver 3,8/7/2024,Omen,Haven,Win,7,4,8,10,10,0.8,29,87,96,8,10,Controller
1037,8,2,Placement,6/10/2024,Fade,Sunset,Loss,7,10,9,11,3,0.8181818181818182,46,93,225,65,10,Initiator
1612,6,2,Silver 2,11/28/2023,Astra,Haven,Win,5,1,8,13,5,0.6153846153846154,-32,32,0,230,8,Controller
1007,8,1,Gold 3,6/3/2023,Killjoy,Icebox,Draw,13,13,20,17,3,1.1764705882352942,-50,93,173,240,7,Sentinel
1168,7,1,Platinum 1,7/30/2024,Killjoy,Bind,Loss,9,15,19,15,3,1.2666666666666666,49,12,16,36,7,Sentinel
1861,9,1,Ascendant 2,9/22/2024,Breach,Breeze,Draw,5,5,12,4,1,3.0,-14,32,148,300,2,Initiator
1286,9,3,Platinum 2,8/2/2024,Cypher,Breeze,Draw,9,9,15,15,7,1.0,-36,11,250,26,2,Sentinel
1677,9,3,Diamond 2,9/27/2024,Killjoy,Breeze,Loss,6,11,7,6,9,1.1666666666666667,-32,15,195,214,5,Sentinel
1155,8,1,Diamond 1,7/29/2024,Cypher,Icebox,Win,9,1,17,4,10,4.25,47,96,36,232,3,Sentinel
1100,7,2,Gold 2,9/8/2023,Cypher,Fracture,Loss,2,6,7,14,7,0.5,4,90,224,12,9,Sentinel
1948,8,3,Diamond 2,4/23/2023,Fade,Icebox,Win,15,7,4,14,5,0.2857142857142857,-20,80,236,85,0,Initiator
1830,6,3,Silver 2,6/25/2023,Omen,Lotus,Win,9,0,15,20,0,0.75,1,84,107,70,0,Controller
1226,8,1,Placement,8/7/2024,Fade,Bind,Win,8,6,0,18,0,0.0,-21,81,65,25,4,Initiator
1356,9,2,Platinum 1,5/17/2023,KAY/O,Lotus,Win,10,7,8,4,8,2.0,-16,32,9,136,3,Initiator
1585,8,3,Platinum 3,5/18/2023,Phoenix,Sunset,Draw,3,3,20,4,5,5.0,25,87,83,187,4,Duelist
1525,9,1,Placement,02/24/2026,Killjoy,Breeze,Win,5,4,16,9,3,1.7777777777777777,-46,62,60,206,8,Sentinel
1793,9,1,Diamond 2,6/26/2024,Vyse,Ascent,Draw,5,5,5,0,3,5.0,-7,63,49,283,0,Sentinel
1620,6,3,Platinum 3,8/23/2023,Phoenix,Fracture,Loss,1,15,11,9,9,1.2222222222222223,39,78,63,201,2,Duelist
1498,8,3,Ascendant 2,10/31/2024,Omen,Ascent,Win,5,2,14,3,10,4.666666666666667,9,28,47,33,5,Controller
1536,8,1,Silver 3,5/24/2023,Astra,Sunset,Win,9,3,8,2,0,4.0,-30,16,122,269,8,Controller
1777,8,1,Platinum 2,6/8/2024,KAY/O,Lotus,Draw,9,9,3,8,8,0.375,35,90,27,216,9,Initiator
1653,8,2,Silver 3,7/5/2023,Viper,Ascent,Win,11,5,15,15,10,1.0,21,91,90,178,2,Controller
1760,7,3,Platinum 2,3/14/2024,Cypher,Bind,Loss,2,10,15,10,4,1.5,12,69,168,270,7,Sentinel
1736,8,2,Platinum 2,02/20/2026,Cypher,Fracture,Win,14,3,13,10,7,1.3,47,97,145,164,7,Sentinel
1791,7,3,Gold 2,6/30/2023,Vyse,Haven,Loss,9,14,15,15,6,1.0,50,19,116,284,6,Sentinel
1208,9,3,Gold 3,10/25/2024,KAY/O,Abyss,Loss,11,12,20,1,4,20.0,37,83,245,144,1,Initiator
1918,8,1,Diamond 3,10/30/2024,Viper,Abyss,Win,5,3,18,18,5,1.0,-28,52,184,199,0,Controller
1005,9,1,Gold 1,9/7/2024,Fade,Sunset,Loss,11,14,6,9,7,0.6666666666666666,24,55,160,13,4,Initiator
1766,6,2,Gold 3,02/28/2026,Cypher,Lotus,Win,15,2,7,6,4,1.1666666666666667,35,68,175,257,3,Sentinel
1915,8,2,Ascendant 1,5/29/2023,Breach,Breeze,Loss,7,8,11,14,9,0.7857142857142857,-33,48,230,13,7,Initiator
1871,6,1,Gold 2,10/10/2024,Phoenix,Ascent,Loss,3,6,2,9,0,0.2222222222222222,-2,22,218,236,2,Duelist
1765,9,3,Gold 3,5/31/2023,Phoenix,Sunset,Win,15,8,20,18,0,1.1111111111111112,32,13,213,248,1,Duelist
1349,6,3,Diamond 1,8/11/2024,Fade,Lotus,Loss,10,15,2,3,7,0.6666666666666666,-15,71,106,118,10,Initiator
1898,8,2,Diamond 2,8/6/2024,Fade,Breeze,Win,11,10,12,15,2,0.8,-20,78,129,43,2,Initiator
1735,6,3,Silver 3,3/19/2024,Vyse,Icebox,Win,12,7,13,9,3,1.4444444444444444,2,29,94,184,10,Sentinel
1866,6,1,Gold 2,02/28/2026,Cypher,Ascent,Win,15,0,1,5,7,0.2,23,55,55,108,3,Sentinel
1129,9,1,Ascendant 1,6/10/2024,Breach,Ascent,Win,8,1,14,5,2,2.8,-8,67,237,154,8,Initiator
1120,6,1,Gold 3,02/26/2026,KAY/O,Fracture,Win,10,7,11,13,5,0.8461538461538461,-30,68,95,211,8,Initiator
1211,9,1,Diamond 1,6/6/2024,Breach,Ascent,Win,8,1,4,3,2,1.3333333333333333,38,39,34,232,2,Initiator
1630,8,1,Gold 1,10/3/2024,Fade,Bind,Loss,2,12,14,17,9,0.8235294117647058,15,3,164,102,9,Initiator
1177,8,3,Placement,6/14/2023,Cypher,Bind,Loss,5,6,19,19,1,1.0,-27,57,88,125,6,Sentinel
1492,8,2,Placement,12/13/2023,KAY/O,Ascent,Draw,4,4,11,14,2,0.7857142857142857,46,48,71,23,0,Initiator
1304,9,3,Diamond 1,5/17/2023,Phoenix,Sunset,Loss,7,8,3,17,1,0.17647058823529413,-3,84,78,92,0,Duelist
1858,9,3,Ascendant 2,8/9/2024,Brimstone,Abyss,Loss,2,8,0,13,10,0.0,38,84,151,174,4,Controller
1023,6,3,Platinum 3,8/9/2024,Omen,Pearl,Win,15,5,9,3,4,3.0,-3,8,6,96,1,Controller
1978,7,2,Gold 2,8/22/2023,Astra,Ascent,Win,12,3,15,13,0,1.1538461538461537,-32,96,47,217,1,Controller
1480,9,3,Gold 3,7/24/2023,Killjoy,Breeze,Win,14,1,3,10,5,0.3,3,38,247,181,3,Sentinel
1099,6,1,Placement,11/9/2024,Brimstone,Fracture,Win,14,7,3,6,2,0.5,0,73,74,52,8,Controller
1466,6,3,Platinum 2,8/19/2023,Phoenix,Split,Loss,8,11,11,20,8,0.55,23,40,142,114,10,Duelist
1413,8,2,Diamond 1,9/10/2023,Vyse,Pearl,Win,4,3,17,11,3,1.5454545454545454,-40,77,151,191,5,Sentinel
1335,7,3,Diamond 3,8/24/2023,Phoenix,Lotus,Win,12,3,2,2,2,1.0,0,63,12,45,3,Duelist
1587,7,1,Silver 2,03/02/2026,Brimstone,Fracture,Win,15,0,5,11,2,0.45454545454545453,-48,20,73,94,3,Controller
1868,6,1,Gold 2,2/5/2024,Cypher,Breeze,Loss,14,15,17,9,9,1.8888888888888888,49,16,74,57,0,Sentinel
1324,7,2,Ascendant 1,7/5/2023,KAY/O,Fracture,Win,8,5,0,2,9,0.0,-19,57,61,159,9,Initiator
1593,6,1,Diamond 2,3/1/2024,Vyse,Pearl,Win,14,0,19,13,4,1.4615384615384615,8,77,133,241,2,Sentinel
1853,8,3,Platinum 1,7/30/2023,Cypher,Haven,Loss,2,11,6,9,3,0.6666666666666666,40,27,59,217,9,Sentinel
1213,8,1,Diamond 1,7/23/2024,Cypher,Lotus,Draw,4,4,9,4,2,2.25,-28,94,233,234,7,Sentinel
1204,9,1,Diamond 2,7/24/2023,KAY/O,Ascent,Draw,13,13,11,5,1,2.2,-16,22,238,191,10,Initiator
1603,7,3,Diamond 3,5/2/2023,Astra,Breeze,Win,15,6,9,5,10,1.8,-16,78,51,106,1,Controller
1818,7,3,Platinum 2,1/4/2024,Cypher,Abyss,Win,12,8,9,8,6,1.125,-21,38,8,240,5,Sentinel
1040,9,1,Ascendant 1,10/31/2024,Cypher,Abyss,Draw,10,10,4,4,6,1.0,-15,55,12,165,0,Sentinel
1748,6,3,Platinum 3,8/4/2024,Astra,Sunset,Loss,0,5,20,7,9,2.857142857142857,-38,72,15,189,6,Controller
1942,9,2,Platinum 1,9/9/2024,Fade,Sunset,Loss,2,3,14,14,0,1.0,-2,65,41,288,7,Initiator
1758,8,3,Diamond 2,10/5/2023,Viper,Fracture,Win,10,6,18,6,10,3.0,-37,4,157,179,2,Controller
1512,9,2,Silver 3,8/2/2024,Omen,Split,Win,9,2,20,26,0,0.7692307692307693,-14,88,18,240,2,Controller
1230,6,2,Gold 1,6/3/2023,Omen,Bind,Win,9,4,16,5,4,3.2,0,96,51,131,1,Controller
1061,8,2,Gold 2,7/31/2024,Fade,Ascent,Loss,9,11,11,13,5,0.8461538461538461,-31,54,219,295,3,Initiator
1312,7,3,Diamond 3,9/25/2024,Cypher,Sunset,Loss,5,7,2,14,7,0.14285714285714285,-3,66,196,88,3,Sentinel
1737,6,3,Gold 3,1/19/2024,Cypher,Fracture,Loss,10,14,10,19,6,0.5263157894736842,33,29,176,234,8,Sentinel
1606,8,1,Diamond 2,8/11/2024,Cypher,Breeze,Loss,8,9,4,18,4,0.2222222222222222,-48,4,162,282,4,Sentinel
1584,9,3,Silver 2,6/17/2023,Cypher,Haven,Draw,7,7,12,8,2,1.5,48,83,51,187,8,Sentinel
1714,9,2,Ascendant 1,3/3/2024,Viper,Fracture,Win,8,5,1,17,9,0.058823529411764705,41,88,201,113,6,Controller
1588,9,3,Placement,02/22/2026,Cypher,Haven,Loss,1,12,17,20,5,0.85,-2,65,147,82,7,Sentinel
1746,8,1,Ascendant 2,6/24/2023,Phoenix,Lotus,Win,15,6,16,15,1,1.0666666666666667,-1,83,144,159,1,Duelist
1637,9,2,Ascendant 2,11/3/2023,Vyse,Breeze,Win,10,6,9,7,8,1.2857142857142858,3,68,105,127,3,Sentinel
1174,9,2,Platinum 3,8/7/2024,Omen,Breeze,Loss,4,15,14,18,8,0.7777777777777778,12,13,26,116,4,Controller
1378,7,2,Ascendant 2,6/4/2023,Cypher,Pearl,Loss,8,10,6,6,1,1.0,18,93,209,99,2,Sentinel
1915,7,2,Gold 2,8/15/2024,Cypher,Bind,Loss,0,15,4,10,6,0.4,35,63,79,213,0,Sentinel
1306,7,1,Diamond 1,5/23/2023,Brimstone,Fracture,Draw,5,5,12,7,0,1.7142857142857142,31,48,80,168,2,Controller
1393,9,3,Ascendant 1,11/9/2024,Viper,Bind,Win,7,4,11,14,2,0.7857142857142857,-24,4,14,146,2,Controller
1230,7,3,Platinum 2,4/16/2023,Brimstone,Haven,Win,12,0,7,19,5,0.3684210526315789,24,97,145,131,7,Controller
1594,9,3,Ascendant 1,7/27/2023,Killjoy,Split,Win,8,2,2,0,1,2.0,29,77,90,181,4,Sentinel
1874,8,2,Platinum 2,6/20/2024,Viper,Pearl,Win,8,3,10,19,9,0.5263157894736842,7,89,160,289,0,Controller
1617,9,3,Gold 2,11/19/2023,Brimstone,Haven,Win,13,6,10,18,2,0.5555555555555556,-41,19,108,279,7,Controller
1756,7,1,Diamond 1,6/26/2023,Fade,Lotus,Loss,3,12,15,6,1,2.5,-19,21,17,139,3,Initiator
1367,9,1,Ascendant 2,11/11/2023,Astra,Split,Win,8,5,6,14,6,0.42857142857142855,-28,13,13,142,3,Controller
1105,8,3,Diamond 1,7/29/2023,Viper,Breeze,Draw,5,5,4,15,0,0.26666666666666666,16,96,80,101,10,Controller
1333,7,3,Ascendant 1,11/3/2023,Astra,Abyss,Loss,8,13,5,6,8,0.8333333333333334,-5,39,32,278,9,Controller
1841,9,1,Diamond 1,9/27/2024,Cypher,Abyss,Loss,7,10,14,5,10,2.8,17,18,245,296,7,Sentinel
1211,6,2,Diamond 3,8/7/2024,Breach,Abyss,Loss,6,9,11,9,4,1.2222222222222223,35,35,241,18,7,Initiator
1308,9,2,Platinum 3,11/6/2024,Astra,Haven,Draw,2,2,2,0,6,2.0,-41,45,117,233,10,Controller
1679,7,3,Silver 3,8/19/2023,KAY/O,Ascent,Loss,3,10,12,14,9,0.8571428571428571,46,5,182,5,4,Initiator
1375,8,3,Diamond 1,8/31/2023,Viper,Lotus,Loss,7,14,5,7,4,0.7142857142857143,50,56,173,135,7,Controller
1788,9,1,Platinum 2,8/28/2023,Cypher,Bind,Loss,4,15,1,10,5,0.1,-1,69,25,300,2,Sentinel
1601,7,3,Silver 2,1/7/2024,Breach,Breeze,Win,14,2,2,2,3,1.0,19,2,239,118,0,Initiator
1998,7,1,Placement,9/13/2024,Viper,Icebox,Draw,5,5,5,12,2,0.4166666666666667,37,51,63,206,9,Controller
1113,7,1,Silver 2,11/7/2024,Cypher,Haven,Draw,5,5,20,9,9,2.2222222222222223,-4,83,235,113,6,Sentinel
1249,7,1,Silver 2,11/14/2023,Brimstone,Split,Draw,12,12,5,7,7,0.7142857142857143,34,15,116,170,10,Controller
1992,8,3,Gold 1,12/13/2023,KAY/O,Haven,Draw,2,2,18,16,3,1.125,3,13,158,34,10,Initiator
1999,9,1,Diamond 3,4/14/2024,Phoenix,Split,Win,12,9,12,14,10,0.8571428571428571,6,98,218,47,3,Duelist
1559,8,1,Diamond 1,02/21/2026,Omen,Fracture,Loss,3,6,10,12,5,0.8333333333333334,-2,12,143,10,3,Controller
1186,9,3,Platinum 3,6/8/2024,Vyse,Pearl,Win,8,0,5,6,2,0.8333333333333334,-38,32,232,161,7,Sentinel
1335,6,2,Diamond 2,10/31/2024,KAY/O,Pearl,Loss,7,13,13,17,6,0.7647058823529411,-32,51,18,42,8,Initiator
1395,8,1,Diamond 2,9/9/2023,Astra,Breeze,Win,8,7,3,4,9,0.75,28,41,139,29,10,Controller
1149,7,2,Platinum 1,7/22/2023,Brimstone,Lotus,Loss,0,7,2,18,9,0.1111111111111111,-50,25,141,102,3,Controller
1821,6,3,Diamond 2,7/24/2024,Breach,Bind,Loss,5,14,2,8,5,0.25,38,78,152,81,10,Initiator
1274,6,1,Platinum 1,12/5/2023,Breach,Split,Win,6,4,11,12,8,0.9166666666666666,-17,70,191,106,4,Initiator
1367,8,1,Diamond 2,8/11/2024,Cypher,Breeze,Win,9,2,15,15,8,1.0,0,18,164,84,6,Sentinel
1101,7,2,Diamond 3,03/14/2026,Killjoy,Bind,Draw,14,14,8,5,5,1.6,48,13,229,223,9,Sentinel
1313,6,1,Ascendant 2,03/15/2026,Omen,Lotus,Loss,1,8,4,7,0,0.5714285714285714,21,22,117,156,7,Controller
1894,6,3,Diamond 2,10/14/2024,Cypher,Abyss,Win,9,7,12,10,1,1.2,-8,69,1,182,1,Sentinel
1523,6,2,Diamond 2,7/17/2023,Astra,Breeze,Loss,12,15,3,6,9,0.5,20,6,19,167,3,Controller
1726,7,3,Ascendant 1,5/9/2023,Phoenix,Ascent,Win,14,3,4,7,4,0.5714285714285714,-14,7,132,113,2,Duelist
1365,7,2,Gold 1,5/18/2023,Vyse,Split,Win,13,5,13,13,10,1.0,48,64,202,267,2,Sentinel
1149,8,3,Gold 3,3/26/2024,Phoenix,Breeze,Loss,0,6,6,13,3,0.46153846153846156,9,66,215,9,5,Duelist
1241,9,2,Ascendant 1,11/16/2023,Viper,Lotus,Loss,8,9,14,18,0,0.7777777777777778,20,85,11,222,10,Controller
1769,7,1,Ascendant 2,8/22/2023,Astra,Split,Win,15,3,5,6,1,0.8333333333333334,50,45,77,11,10,Controller
1465,7,2,Diamond 2,6/2/2024,KAY/O,Sunset,Draw,3,3,11,9,8,1.2222222222222223,8,2,26,42,2,Initiator
1533,6,1,Gold 1,9/17/2024,Viper,Breeze,Loss,10,14,18,23,7,0.782608695652174,-16,94,150,126,3,Controller
